,0,1,2,3,4
0,7.386367057154727,7.0603038338324575,6.549033781615283,4.0058992919825425,5.578884573474636
1,7.239555223835098,7.0667034706785135,6.831132862229648,5.5428821439902345,6.10661989345605
2,7.82832560095932,7.052019761487734,5.9578929889566234,5.204754585780131,4.968532237015002
3,7.430262128753446,6.037643505543046,5.275536607056207,4.428170465678699,4.64436435242766
4,7.130666850692394,5.937030747510401,5.3771850758611945,4.041941192612177,5.672456716206379
5,7.410161392985159,5.424723900248266,4.251243617100537,4.678265047969538,4.551324890365422
6,7.724088788868103,6.708011150214937,6.833441199982314,5.3632411536139095,3.1700552455449174
7,7.017594556415307,5.509089648637003,4.854828970846704,5.849415461264489,2.830221527103072
8,7.582991669561431,6.891884482848665,7.245855077730462,6.4884589085683055,1.9402570446640541
9,7.830393261237405,5.226479780953827,5.782291990128842,3.9918411241007963,2.7953615234939937
10,,6.03190110474002,5.070908365400091,5.886353185656103,3.194075852714086
11,,5.44569571077464,5.916750794760681,4.000472323426796,4.84830568500195
12,,5.633360498752988,5.266581144502117,5.031943395254735,2.7531788934219503
13,,4.894318002374225,6.060276046324934,5.604895154055149,4.862442051971698
14,,5.568361849167226,5.205117434172118,5.2310180799494574,4.93153019781237
15,,5.505095767320259,4.803365135487243,4.859126177273755,4.217823133984152
16,,4.7282997002425855,5.6813221579822155,4.782048794131878,3.1097322717784763
17,,6.281510979745971,4.572726983208562,5.132933272334173,4.644272729782511
18,,4.617361908511115,4.60304903238702,4.575457229871425,4.306568488360215
19,,7.165803645889591,4.830943392781586,4.405642522504271,5.606346964701713
20,,5.303243895181556,4.109047891941963,5.249905720963687,4.725606180575933
21,,5.350732762724147,5.32658087578841,5.766065925918301,4.263660055035587
22,,6.307141321441463,5.5953915346262,6.074532130508099,4.894881031340671
23,,6.994636280262341,6.225043510826899,5.308136664633051,5.252021414652626
24,,5.186232548052788,6.026085059251443,3.2121612965960535,3.045587847428886
25,,6.9886075234557445,6.135203893633185,5.5622277544008645,4.124759007127591
26,,5.177822750897193,4.779360499664626,3.4837669169440058,4.8170158977783375
27,,6.551218950718566,4.797285740305771,3.691965604291865,3.318027918735452
28,,6.521586985710279,3.969998495910049,5.729848928007286,5.067392601627318
29,,7.029971377501908,6.152882242698907,4.751585428697763,4.545412238426873
30,,6.591884896501235,,2.049593079973448,4.246864666491779
31,,6.567574125357845,,4.795869156759751,4.369725167540035
32,,6.718433632207281,,5.454239933736773,4.717319613197078
33,,5.868013824296112,,3.36776195001382,3.5634173414141164
34,,6.381904034823382,,4.816749118081181,4.138156550490068
35,,5.754197404533887,,4.076376533342758,2.6001022063892307
36,,6.606887170236112,,5.499682130646322,3.9753534507389645
37,,6.442763592174986,,5.254490118762114,2.1870637829405344
38,,7.4737602391292555,,4.725317871423788,4.407144291923356
39,,5.586628765818442,,5.955382739980992,4.603068333993098
40,,5.452547212830814,,3.630932068146241,4.944187890787367
41,,7.235709054515372,,7.047197815099364,4.694275175481178
42,,6.137099638971717,,5.205037848655294,5.190926654461949
43,,5.406363657325538,,5.881315243655317,3.7195855554494752
44,,6.9300434662316786,,6.2565140536368355,2.9650375158385955
45,,5.6912833118542165,,3.91282347486675,4.0454958934427925
46,,6.541881732141877,,6.2197956189977965,3.389349063765415
47,,5.784008411921626,,4.3247822675163965,3.4369197859665626
48,,5.914093252296594,,5.6377371783211325,2.1615687855431367
49,,4.891882684018003,,5.248044984646124,4.2279110737247025
50,,6.376290862966266,,3.3669652160899197,7.14349073146643
51,,6.36928185336592,,5.890992409178286,1.9125940647324515
52,,5.544421215027134,,4.633412794055728,3.8594971376425726
53,,6.505852376597821,,5.702762568162953,4.135963150931473
54,,4.808566659538912,,4.418528060808613,4.0549486988018355
55,,6.93736722870083,,5.939354952212324,4.983908175672242
56,,5.0389774629053745,,3.5662407243197993,3.7333651899500206
57,,6.21295653553219,,4.521455830853505,3.5533552275354054
58,,6.751640904989019,,1.9908267264522261,2.0675866591315524
59,,7.022112898521628,,6.259532598764636,4.209365040389437
